_LR,batch_acc,effective_seg_weight,epoch,gradient_probe_step,loss,msls-val/R1,msls-val/R5,query_semantic_accuracy,query_semantic_entropy_norm,query_semantic_valid_confidence,query_semantic_valid_frac,seg_loss,seg_shared_grad_norm,seg_vpr_grad_cosine,step,vpr_loss,vpr_shared_grad_norm,weighted_seg_vpr_grad_ratio
9.999999747378752e-05,1.0,0.006800000090152025,0,300.0,0.002909933915361762,,,0.8357617259025574,0.11281195282936096,0.8978630900382996,0.914734423160553,0.42793145775794983,0.014174707233905792,-0.5617144107818604,339,0.0,0.0002925984445028007,0.29163429141044617
9.999999747378752e-05,0.981249988079071,0.007199999876320362,0,300.0,0.020810367539525032,,,0.8442213535308838,0.10339672863483429,0.8880491256713867,0.8918906450271606,0.40355971455574036,0.014174707233905792,-0.5617144107818604,359,0.0179047379642725,0.0002925984445028007,0.29163429141044617
9.999999747378752e-05,0.96875,0.007600000128149986,0,300.0,0.02655610628426075,,,0.8257481455802917,0.10666416585445404,0.8850664496421814,0.9043125510215759,0.48516371846199036,0.014174707233905792,-0.5617144107818604,379,0.022868862375617027,0.0002925984445028007,0.29163429141044617
9.999999747378752e-05,0.949999988079071,0.00800000037997961,0,300.0,0.03862188383936882,,,0.8313485383987427,0.1136574074625969,0.8926373720169067,0.8987656831741333,0.4275297522544861,0.014174707233905792,-0.5617144107818604,399,0.03520164638757706,0.0002925984445028007,0.29163429141044617
9.999999747378752e-05,0.949999988079071,0.00839999970048666,0,400.0,0.04151486977934837,,,0.8525140285491943,0.09271030873060226,0.8953131437301636,0.9080312848091125,0.39205220341682434,0.004609490279108286,0.24709104001522064,419,0.038221631199121475,0.0001801895850803703,0.20516230165958405
9.999999747378752e-05,0.925000011920929,0.008799999952316284,0,400.0,0.0734797939658165,,,0.8438880443572998,0.0991106703877449,0.883808434009552,0.8985937833786011,0.42676907777786255,0.004609490279108286,0.24709104001522064,439,0.06972422450780869,0.0001801895850803703,0.20516230165958405
9.999999747378752e-05,0.893750011920929,0.009200000204145908,0,400.0,0.09702850878238678,,,0.8320987820625305,0.10552933067083359,0.8709703683853149,0.8859375715255737,0.4424505829811096,0.004609490279108286,0.24709104001522064,459,0.09295796602964401,0.0001801895850803703,0.20516230165958405
9.999999747378752e-05,0.893750011920929,0.009600000455975533,0,400.0,0.09831314533948898,,,0.8452026844024658,0.10447828471660614,0.8725438714027405,0.8820000290870667,0.415127158164978,0.004609490279108286,0.24709104001522064,479,0.09432792663574219,0.0001801895850803703,0.20516230165958405
9.999999747378752e-05,0.90625,0.009999999776482582,0,400.0,0.0880473256111145,,,0.8211252689361572,0.11202055215835571,0.8638212084770203,0.8739531636238098,0.4729507267475128,0.004609490279108286,0.24709104001522064,499,0.0833178162574768,0.0001801895850803703,0.20516230165958405
9.999999747378752e-05,0.9125000238418579,0.010400000028312206,0,500.0,0.08875575661659241,,,0.8565443158149719,0.0995112732052803,0.8717541694641113,0.8763594031333923,0.35225269198417664,0.008820908144116402,0.6336881518363953,519,0.08509232848882675,0.0004612982738763094,0.19160161912441254
9.999999747378752e-05,0.831250011920929,0.01080000028014183,0,500.0,0.1332581341266632,,,0.8476503491401672,0.09521155059337616,0.8697534799575806,0.8850938081741333,0.43202313780784607,0.008820908144116402,0.6336881518363953,539,0.12859228253364563,0.0004612982738763094,0.19160161912441254
9.999999747378752e-05,0.90625,0.01119999960064888,0,500.0,0.08759190142154694,,,0.7822737097740173,0.12370976060628891,0.8535657525062561,0.8618906736373901,0.6675064563751221,0.008820908144116402,0.6336881518363953,559,0.08011583238840103,0.0004612982738763094,0.19160161912441254
9.999999747378752e-05,0.875,0.011599999852478504,0,500.0,0.11177901923656464,,,0.7598920464515686,0.15270410478115082,0.8322474956512451,0.8162344098091125,0.7299685478210449,0.008820908144116402,0.6336881518363953,579,0.10331138223409653,0.0004612982738763094,0.19160161912441254
9.999999747378752e-05,0.9125000238418579,0.012000000104308128,0,500.0,0.08075808733701706,,,0.7963945269584656,0.13141851127147675,0.8368532657623291,0.8572031855583191,0.5700599551200867,0.008820908144116402,0.6336881518363953,599,0.07391736656427383,0.0004612982738763094,0.19160161912441254
9.999999747378752e-05,0.925000011920929,0.012400000356137753,0,600.0,0.06497008353471756,,,0.7951333522796631,0.14162208139896393,0.8424599766731262,0.8546718955039978,0.5609240531921387,0.006237126886844635,-0.012597239576280117,619,0.058014627546072006,0.0008601917652413249,0.0871552973985672
9.999999747378752e-05,0.9125000238418579,0.012799999676644802,0,600.0,0.08517205715179443,,,0.8492127656936646,0.09150861948728561,0.8637983202934265,0.8911563158035278,0.3802131414413452,0.006237126886844635,-0.012597239576280117,639,0.08030533045530319,0.0008601917652413249,0.0871552973985672
9.999999747378752e-05,0.8687499761581421,0.013199999928474426,0,600.0,0.11518587172031403,,,0.8715035915374756,0.090694360435009,0.8768287897109985,0.8803750276565552,0.3061574101448059,0.006237126886844635,-0.012597239576280117,659,0.11114459484815598,0.0008601917652413249,0.0871552973985672
9.999999747378752e-05,0.8999999761581421,0.01360000018030405,0,600.0,0.0875505730509758,,,0.8650046586990356,0.08166338503360748,0.8749126195907593,0.8943594098091125,0.33742618560791016,0.006237126886844635,-0.012597239576280117,679,0.08296157419681549,0.0008601917652413249,0.0871552973985672
9.999999747378752e-05,0.918749988079071,0.014000000432133675,0,600.0,0.06636125594377518,,,0.8580650091171265,0.10044373571872711,0.8817797899246216,0.8665937781333923,0.3444606363773346,0.006237126886844635,-0.012597239576280117,699,0.061538804322481155,0.0008601917652413249,0.0871552973985672
9.999999747378752e-05,0.9125000238418579,0.014399999752640724,0,700.0,0.07651460915803909,,,0.8388277888298035,0.1144317239522934,0.8733567595481873,0.866406261920929,0.41142767667770386,0.010838601738214493,-0.04866953194141388,719,0.0705900490283966,0.00044907184201292694,0.3383806049823761
9.999999747378752e-05,0.887499988079071,0.014800000004470348,0,700.0,0.10486024618148804,,,0.8316144347190857,0.1057046502828598,0.8800862431526184,0.8756875395774841,0.42529842257499695,0.010838601738214493,-0.04866953194141388,739,0.09856583178043365,0.00044907184201292694,0.3383806049823761
9.999999747378752e-05,0.96875,0.015200000256299973,0,700.0,0.03902604058384895,,,0.8586256504058838,0.0930563360452652,0.887211263179779,0.8685938119888306,0.34890347719192505,0.010838601738214493,-0.04866953194141388,759,0.03372270613908768,0.00044907184201292694,0.3383806049823761
9.999999747378752e-05,0.956250011920929,0.015599999576807022,0,700.0,0.04502469673752785,,,0.8399662375450134,0.10851956158876419,0.8794845342636108,0.8708125352859497,0.4138324558734894,0.010838601738214493,-0.04866953194141388,779,0.03856891021132469,0.00044907184201292694,0.3383806049823761
9.999999747378752e-05,0.918749988079071,0.01600000075995922,0,700.0,0.08708295971155167,,,0.8727460503578186,0.0796034038066864,0.889095664024353,0.9064062833786011,0.34345772862434387,0.010838601738214493,-0.04866953194141388,799,0.08158763498067856,0.00044907184201292694,0.3383806049823761
9.999999747378752e-05,0.918749988079071,0.01640000008046627,0,800.0,0.07920856028795242,,,0.8488202691078186,0.0905693843960762,0.8791922330856323,0.8893594145774841,0.42240265011787415,0.021068939939141273,0.600509762763977,819,0.07228115946054459,0.0003598484618123621,0.9379626512527466
9.999999747378752e-05,0.9312499761581421,0.01679999940097332,0,800.0,0.05973038077354431,,,0.8753255009651184,0.08334733545780182,0.8884079456329346,0.8940781950950623,0.29616305232048035,0.021068939939141273,0.600509762763977,839,0.054754842072725296,0.0003598484618123621,0.9379626512527466
9.999999747378752e-05,0.9312499761581421,0.01720000058412552,0,800.0,0.06357312202453613,,,0.8622637987136841,0.0902104452252388,0.8767017722129822,0.8987969160079956,0.3821164071559906,0.021068939939141273,0.600509762763977,859,0.057000722736120224,0.0003598484618123621,0.9379626512527466
9.999999747378752e-05,0.824999988079071,0.01759999990463257,0,800.0,0.17258569598197937,,,0.8338296413421631,0.11034683138132095,0.8677663803100586,0.8710000514984131,0.44634267687797546,0.021068939939141273,0.600509762763977,879,0.16473007202148438,0.0003598484618123621,0.9379626512527466
9.999999747378752e-05,0.918749988079071,0.017999999225139618,0,800.0,0.08123598247766495,,,0.8615831732749939,0.09795458614826202,0.8823637962341309,0.8983281850814819,0.37756866216659546,0.021068939939141273,0.600509762763977,899,0.07443974912166595,0.0003598484618123621,0.9379626512527466
9.999999747378752e-05,0.9375,0.018400000408291817,0,900.0,0.060138553380966187,,,0.8296788334846497,0.10927634686231613,0.8752636313438416,0.886468768119812,0.5319918990135193,0.010473598726093769,0.49752312898635864,919,0.05034990236163139,0.0007212857017293572,0.26166364550590515
9.999999747378752e-05,0.8999999761581421,0.018799999728798866,0,900.0,0.08637948334217072,,,0.8555286526679993,0.09195338189601898,0.878101110458374,0.9043750166893005,0.38094285130500793,0.010473598726093769,0.49752312898635864,939,0.07921775430440903,0.0007212857017293572,0.26166364550590515
9.999999747378752e-05,0.90625,0.019200000911951065,0,900.0,0.08351722359657288,,,0.8537099361419678,0.09693051874637604,0.8864587545394897,0.911609411239624,0.42025792598724365,0.010473598726093769,0.49752312898635864,959,0.07544826716184616,0.0007212857017293572,0.26166364550590515
9.999999747378752e-05,0.9375,0.019600000232458115,0,900.0,0.06215349957346916,,,0.8445826172828674,0.09056480973958969,0.8877718448638916,0.9148750305175781,0.4556329846382141,0.010473598726093769,0.49752312898635864,979,0.05322309210896492,0.0007212857017293572,0.26166364550590515
9.999999747378752e-05,0.800000011920929,0.019999999552965164,0,900.0,0.18708881735801697,,,0.8410373330116272,0.10929050296545029,0.8623976707458496,0.8778594136238098,0.39162537455558777,0.010473598726093769,0.49752312898635864,999,0.17925630509853363,0.0007212857017293572,0.26166364550590515
9.999999747378752e-05,0.9125000238418579,0.019999999552965164,0,1000.0,0.07746901363134384,,,0.8624365329742432,0.09428001195192337,0.8734475374221802,0.9044687747955322,0.35257479548454285,0.005142702721059322,-0.10624482482671738,1019,0.07041751593351364,0.0006090064416639507,0.16888828575611115
9.999999747378752e-05,0.856249988079071,0.019999999552965164,0,1000.0,0.1468384563922882,,,0.8627558350563049,0.09858477115631104,0.868500828742981,0.8848281502723694,0.3543558120727539,0.005142702721059322,-0.10624482482671738,1039,0.1397513449192047,0.0006090064416639507,0.16888828575611115
9.999999747378752e-05,0.8374999761581421,0.019999999552965164,0,1000.0,0.13980455696582794,,,0.8714058995246887,0.08527468889951706,0.8728105425834656,0.8857812881469727,0.3340425193309784,0.005142702721059322,-0.10624482482671738,1059,0.1331237107515335,0.0006090064416639507,0.16888828575611115
9.999999747378752e-05,0.875,0.019999999552965164,0,1000.0,0.12366604804992676,,,0.8041070103645325,0.12338177859783173,0.8533917665481567,0.8392656445503235,0.5343241095542908,0.005142702721059322,-0.10624482482671738,1079,0.11297956854104996,0.0006090064416639507,0.16888828575611115
9.999999747378752e-05,0.887499988079071,0.019999999552965164,0,1000.0,0.1044505387544632,,,0.8369939923286438,0.10725518316030502,0.8602614402770996,0.8472656607627869,0.4195660650730133,0.005142702721059322,-0.10624482482671738,1099,0.09605921804904938,0.0006090064416639507,0.16888828575611115
9.999999747378752e-05,0.887499988079071,0.019999999552965164,0,1100.0,0.11628716439008713,,,0.8228135704994202,0.11492440104484558,0.8461093902587891,0.8396875262260437,0.4557400643825531,0.023571457713842392,0.1529087871313095,1119,0.10717236250638962,0.000654895615298301,0.7198538780212402
9.999999747378752e-05,0.7875000238418579,0.019999999552965164,0,1100.0,0.1873670369386673,,,0.8247514963150024,0.11354247480630875,0.8456498384475708,0.839343786239624,0.4696214199066162,0.023571457713842392,0.1529087871313095,1139,0.1779746115207672,0.000654895615298301,0.7198538780212402
9.999999747378752e-05,0.856249988079071,0.019999999552965164,0,1100.0,0.13174493610858917,,,0.7938132882118225,0.11547134071588516,0.8383592367172241,0.841015636920929,0.5405218601226807,0.023571457713842392,0.1529087871313095,1159,0.12093450129032135,0.000654895615298301,0.7198538780212402
9.999999747378752e-05,0.925000011920929,0.019999999552965164,0,1100.0,0.07226628065109253,,,0.8439825773239136,0.1078251376748085,0.8543189764022827,0.8585781455039978,0.4001532196998596,0.023571457713842392,0.1529087871313095,1179,0.06426321715116501,0.000654895615298301,0.7198538780212402
9.999999747378752e-05,0.7562500238418579,0.019999999552965164,0,1100.0,0.2253061830997467,,,0.8236501216888428,0.11389633268117905,0.8502936959266663,0.8527969121932983,0.44429516792297363,0.023571457713842392,0.1529087871313095,1199,0.2164202779531479,0.000654895615298301,0.7198538780212402
9.999999747378752e-05,0.9624999761581421,0.019999999552965164,0,1200.0,0.03714046999812126,,,0.857011616230011,0.09769626706838608,0.8757019639015198,0.8844687938690186,0.38328564167022705,0.017764713615179062,-0.47627487778663635,1219,0.029474755749106407,0.0006142740021459758,0.5783970355987549
9.999999747378752e-05,0.8999999761581421,0.019999999552965164,0,1200.0,0.09651066362857819,,,0.8626006841659546,0.09259495139122009,0.8826462626457214,0.9017969369888306,0.3449706435203552,0.017764713615179062,-0.47627487778663635,1239,0.0896112471818924,0.0006142740021459758,0.5783970355987549
9.999999747378752e-05,0.887499988079071,0.019999999552965164,0,1200.0,0.10555259883403778,,,0.8877416849136353,0.08296830952167511,0.8836217522621155,0.8898281455039978,0.2811446487903595,0.017764713615179062,-0.47627487778663635,1259,0.09992970526218414,0.0006142740021459758,0.5783970355987549
9.999999747378752e-05,0.9375,0.019999999552965164,0,1200.0,0.06903516501188278,,,0.850771963596344,0.09725630283355713,0.875079870223999,0.8895781636238098,0.37798649072647095,0.017764713615179062,-0.47627487778663635,1279,0.06147543340921402,0.0006142740021459758,0.5783970355987549
9.999999747378752e-05,0.925000011920929,0.019999999552965164,0,1200.0,0.06625322252511978,,,0.8744369149208069,0.08010046184062958,0.8836736679077148,0.9087812900543213,0.31975820660591125,0.017764713615179062,-0.47627487778663635,1299,0.059858061373233795,0.0006142740021459758,0.5783970355987549
9.999999747378752e-05,0.8687499761581421,0.019999999552965164,0,1300.0,0.11505880206823349,,,0.87619948387146,0.08401908725500107,0.8811705708503723,0.8906719088554382,0.3077254295349121,0.00916915200650692,0.3808993101119995,1319,0.10890429466962814,0.0004142049583606422,0.4427349865436554
9.999999747378752e-05,0.8125,0.019999999552965164,0,1300.0,0.16142435371875763,,,0.8960831165313721,0.07495470345020294,0.8894665241241455,0.8875781893730164,0.2554279565811157,0.00916915200650692,0.3808993101119995,1339,0.15631578862667084,0.0004142049583606422,0.4427349865436554
9.999999747378752e-05,0.887499988079071,0.019999999552965164,0,1300.0,0.099663645029068,,,0.8964313268661499,0.07322128117084503,0.8988246917724609,0.9308437705039978,0.2725389897823334,0.00916915200650692,0.3808993101119995,1359,0.09421286731958389,0.0004142049583606422,0.4427349865436554
9.999999747378752e-05,0.9312499761581421,0.019999999552965164,0,1300.0,0.06539173424243927,,,0.8696627616882324,0.0755939781665802,0.9030172824859619,0.926203191280365,0.33991125226020813,0.00916915200650692,0.3808993101119995,1379,0.0585935078561306,0.0004142049583606422,0.4427349865436554
9.999999747378752e-05,0.8687499761581421,0.019999999552965164,0,1300.0,0.11474718153476715,,,0.8672589063644409,0.08716238290071487,0.8909394145011902,0.9075469374656677,0.3519279360771179,0.00916915200650692,0.3808993101119995,1399,0.10770862549543381,0.0004142049583606422,0.4427349865436554
9.999999747378752e-05,0.925000011920929,0.019999999552965164,0,1400.0,0.09050573408603668,,,0.8678725361824036,0.08074616640806198,0.8880385160446167,0.9182656407356262,0.3554876446723938,0.005258110351860523,-0.08376859128475189,1419,0.08339598029851913,0.0007186173461377621,0.14633964002132416
9.999999747378752e-05,0.887499988079071,0.019999999552965164,0,1400.0,0.11740919202566147,,,0.8665381669998169,0.08758243173360825,0.8867146372795105,0.9077969193458557,0.34210488200187683,0.005258110351860523,-0.08376859128475189,1439,0.11056709289550781,0.0007186173461377621,0.14633964002132416
9.999999747378752e-05,0.918749988079071,0.019999999552965164,0,1400.0,0.08973981440067291,,,0.8932045698165894,0.08172360062599182,0.8925669193267822,0.9172031879425049,0.2851485013961792,0.005258110351860523,-0.08376859128475189,1459,0.08403684198856354,0.0007186173461377621,0.14633964002132416
9.999999747378752e-05,0.8812500238418579,0.019999999552965164,0,1400.0,0.11526301503181458,,,0.8744214773178101,0.08337472379207611,0.8929974436759949,0.9148906469345093,0.30585572123527527,0.005258110351860523,-0.08376859128475189,1479,0.10914590209722519,0.0007186173461377621,0.14633964002132416
9.999999747378752e-05,0.918749988079071,0.019999999552965164,0,1400.0,0.0767677053809166,,,0.8561174869537354,0.0851309597492218,0.8750159740447998,0.8968906402587891,0.3811652958393097,0.005258110351860523,-0.08376859128475189,1499,0.06914439797401428,0.0007186173461377621,0.14633964002132416
9.999999747378752e-05,0.918749988079071,0.019999999552965164,0,1500.0,0.07893814891576767,,,0.8455238342285156,0.10403917729854584,0.8592230677604675,0.8794844150543213,0.399126261472702,0.007882878184318542,0.441191703081131,1519,0.07095562666654587,0.0005055359797552228,0.31186220049858093
9.999999747378752e-05,0.875,0.019999999552965164,0,1500.0,0.12688319385051727,,,0.8593472838401794,0.08872095495462418,0.8690282106399536,0.8890469074249268,0.35759028792381287,0.007882878184318542,0.441191703081131,1539,0.11973138898611069,0.0005055359797552228,0.31186220049858093
9.999999747378752e-05,0.8687499761581421,0.019999999552965164,0,1500.0,0.14020198583602905,,,0.8202219009399414,0.10396850854158401,0.8578405976295471,0.8731250166893005,0.46551865339279175,0.007882878184318542,0.441191703081131,1559,0.1308916062116623,0.0005055359797552228,0.31186220049858093
,,,0,,,0.908108115196228,0.949999988079071,,,,,,,,1562,,,
9.999999747378752e-05,0.893750011920929,0.019999999552965164,1,,0.10120155662298203,,,0.8525778651237488,0.09812392294406891,0.8599262237548828,0.8600937724113464,0.41053101420402527,,,1579,0.0929909348487854,,
9.999999747378752e-05,0.8500000238418579,0.019999999552965164,1,,0.1293979287147522,,,0.8713132739067078,0.07565034180879593,0.8778694272041321,0.911734402179718,0.3728923499584198,,,1599,0.12194007635116577,,
9.999999747378752e-05,0.65625,0.019999999552965164,1,1600.0,0.3212731182575226,,,0.8486717343330383,0.09526348114013672,0.8511309623718262,0.8740313053131104,0.40048760175704956,0.006381123326718807,0.30232909321784973,1619,0.3132633566856384,0.00035756672150455415,0.3569192886352539
9.999999747378752e-05,0.8999999761581421,0.019999999552965164,1,1600.0,0.09204356372356415,,,0.885166585445404,0.08253065496683121,0.8883997201919556,0.9202187657356262,0.2947811484336853,0.006381123326718807,0.30232909321784973,1639,0.08614794164896011,0.00035756672150455415,0.3569192886352539
9.999999747378752e-05,0.925000011920929,0.019999999552965164,1,1600.0,0.06773032993078232,,,0.8499277234077454,0.08865225315093994,0.8726190328598022,0.9076875448226929,0.3766840994358063,0.006381123326718807,0.30232909321784973,1659,0.0601966492831707,0.00035756672150455415,0.3569192886352539
9.999999747378752e-05,0.84375,0.019999999552965164,1,1600.0,0.15414264798164368,,,0.8373624682426453,0.09787370264530182,0.8710346817970276,0.8919375538825989,0.4287596642971039,0.006381123326718807,0.30232909321784973,1679,0.14556746184825897,0.00035756672150455415,0.3569192886352539
9.999999747378752e-05,0.887499988079071,0.019999999552965164,1,1600.0,0.1110745519399643,,,0.8719888925552368,0.08860310912132263,0.8865082859992981,0.9126406908035278,0.33123818039894104,0.006381123326718807,0.30232909321784973,1699,0.1044497862458229,0.00035756672150455415,0.3569192886352539
9.999999747378752e-05,0.875,0.019999999552965164,1,1700.0,0.10837388783693314,,,0.8638443350791931,0.08491699397563934,0.8736425042152405,0.8946563005447388,0.35654643177986145,0.008171988651156425,-0.6312651634216309,1719,0.10124295949935913,0.00035290332743898034,0.4631289839744568
9.999999747378752e-05,0.862500011920929,0.019999999552965164,1,1700.0,0.1153070256114006,,,0.8682876229286194,0.0894370749592781,0.8767158389091492,0.8996875286102295,0.3761489689350128,0.008171988651156425,-0.6312651634216309,1739,0.10778404772281647,0.00035290332743898034,0.4631289839744568
9.999999747378752e-05,0.949999988079071,0.019999999552965164,1,1700.0,0.04532785341143608,,,0.8648087382316589,0.0874624252319336,0.876456081867218,0.887515664100647,0.3734649419784546,0.008171988651156425,-0.6312651634216309,1759,0.03785855323076248,0.00035290332743898034,0.4631289839744568
9.999999747378752e-05,0.981249988079071,0.019999999552965164,1,1700.0,0.024218566715717316,,,0.8602199554443359,0.091366246342659,0.8668196201324463,0.8878906965255737,0.3532440662384033,0.008171988651156425,-0.6312651634216309,1779,0.01715368591248989,0.00035290332743898034,0.4631289839744568
9.999999747378752e-05,0.9624999761581421,0.019999999552965164,1,1700.0,0.032117828726768494,,,0.9004498720169067,0.07332923263311386,0.8986093401908875,0.9272969365119934,0.25931453704833984,0.008171988651156425,-0.6312651634216309,1799,0.026931537315249443,0.00035290332743898034,0.4631289839744568
9.999999747378752e-05,0.887499988079071,0.019999999552965164,1,1800.0,0.10215736925601959,,,0.9176899790763855,0.06001678854227066,0.9155620336532593,0.9466875195503235,0.21147434413433075,0.005334603600203991,-0.4134671092033386,1819,0.09792788326740265,0.0003779260441660881,0.2823093831539154
9.999999747378752e-05,0.9375,0.019999999552965164,1,1800.0,0.06318115442991257,,,0.9140492081642151,0.05881373956799507,0.9096460938453674,0.9456719160079956,0.21283647418022156,0.005334603600203991,-0.4134671092033386,1839,0.05892442539334297,0.0003779260441660881,0.2823093831539154
9.999999747378752e-05,0.9937499761581421,0.019999999552965164,1,1800.0,0.011071940883994102,,,0.8733553290367126,0.08427915722131729,0.8920280337333679,0.9001563191413879,0.33838212490081787,0.005334603600203991,-0.4134671092033386,1859,0.004304299131035805,0.0003779260441660881,0.2823093831539154
9.999999747378752e-05,0.918749988079071,0.019999999552965164,1,1800.0,0.08030519634485245,,,0.8605867028236389,0.09523975104093552,0.8889150023460388,0.899640679359436,0.3697000741958618,0.005334603600203991,-0.4134671092033386,1879,0.07291119545698166,0.0003779260441660881,0.2823093831539154
9.999999747378752e-05,0.925000011920929,0.019999999552965164,1,1800.0,0.0669875293970108,,,0.8624237775802612,0.0872512012720108,0.8860281109809875,0.9020000696182251,0.36622190475463867,0.005334603600203991,-0.4134671092033386,1899,0.05966309458017349,0.0003779260441660881,0.2823093831539154
9.999999747378752e-05,0.949999988079071,0.019999999552965164,1,1900.0,0.05215924605727196,,,0.8828222155570984,0.08482500910758972,0.9025624394416809,0.9166094064712524,0.3039532005786896,0.005318448878824711,0.5516179203987122,1919,0.04608018323779106,0.00036292982986196876,0.29308414459228516
9.999999747378752e-05,0.981249988079071,0.019999999552965164,1,1900.0,0.02387319877743721,,,0.8356963396072388,0.10447308421134949,0.8756305575370789,0.8893594145774841,0.423885315656662,0.005318448878824711,0.5516179203987122,1939,0.015395491383969784,0.00036292982986196876,0.29308414459228516
9.999999747378752e-05,0.925000011920929,0.019999999552965164,1,1900.0,0.07833729684352875,,,0.8413136005401611,0.11816153675317764,0.8879996538162231,0.8954375386238098,0.4182926416397095,0.005318448878824711,0.5516179203987122,1959,0.06997144222259521,0.00036292982986196876,0.29308414459228516
